"","WaterYear","Month","ResID","ResName","ResNameAbbrev","FieldID","FieldName","FieldUnits","MonthlyValue"
"5337",2006,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.542258365
"5338",2006,6,919,"Lake Powell","Powell",42,"Total Release","cfs",403908.8081
"5339",2006,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8011414372
"5340",2006,6,921,"Lake Mead","Mead",42,"Total Release","cfs",522192.45843
"5341",2006,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0357536365
"5342",2006,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05331221022
"5343",2006,7,919,"Lake Powell","Powell",29,"Inflow","cfs",254227.87051
"5344",2006,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.50425362768
"5345",2006,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",230085.72371
"5346",2006,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.45636837742
"5347",2006,7,919,"Lake Powell","Powell",42,"Total Release","cfs",417772.1712
"5348",2006,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8286390173
"5349",2006,7,921,"Lake Mead","Mead",42,"Total Release","cfs",487672.7083
"5350",2006,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9672847111
"5351",2006,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05188613534
"5352",2006,8,919,"Lake Powell","Powell",29,"Inflow","cfs",226078.2625
"5353",2006,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.44841969398
"5354",2006,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",185146.4055
"5355",2006,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.36723253981
"5356",2006,8,919,"Lake Powell","Powell",42,"Total Release","cfs",416936.0117
"5357",2006,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8269805189
"5358",2006,8,921,"Lake Mead","Mead",42,"Total Release","cfs",412535.58329
"5359",2006,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.818252397
"5360",2006,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04705475112
"5361",2006,9,919,"Lake Powell","Powell",29,"Inflow","cfs",239354.33984
"5362",2006,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.47475240945
"5363",2006,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",194778.00356
"5364",2006,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.38633653616
"5365",2006,9,919,"Lake Powell","Powell",42,"Total Release","cfs",270322.66088
"5366",2006,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.5361771786
"5367",2006,9,921,"Lake Mead","Mead",42,"Total Release","cfs",319199.25007
"5368",2006,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6331224794
"5369",2006,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.0327296333
"5370",2006,10,919,"Lake Powell","Powell",29,"Inflow","cfs",317566.77918
"5371",2006,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6298845203
"5372",2006,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",306399.47125
"5373",2006,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.6077344882
"5374",2006,10,919,"Lake Powell","Powell",42,"Total Release","cfs",258968.11593
"5375",2006,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.5136557671
"5376",2006,10,921,"Lake Mead","Mead",42,"Total Release","cfs",322678.0833
"5377",2006,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6400226447
"5378",2006,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03175536632
"5379",2006,11,919,"Lake Powell","Powell",29,"Inflow","cfs",253474.98434
"5380",2006,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5027602992
"5381",2006,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",233861.58726
"5382",2006,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.4638576939
"5383",2006,11,919,"Lake Powell","Powell",42,"Total Release","cfs",259056.59012
"5384",2006,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.5138312532
"5385",2006,11,921,"Lake Mead","Mead",42,"Total Release","cfs",340426.50001
"5386",2006,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6752261158
"5387",2006,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.025017797111
"5388",2006,12,919,"Lake Powell","Powell",29,"Inflow","cfs",198643.52872
"5389",2006,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.39400369343
"5390",2006,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",160771.89892
"5391",2006,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.3188864112
"5392",2006,12,919,"Lake Powell","Powell",42,"Total Release","cfs",404017.6976
"5393",2006,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8013574163
"5394",2006,12,921,"Lake Mead","Mead",42,"Total Release","cfs",266980.66652
"5395",2006,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5295484299
"5396",2007,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.007845443396
"5397",2007,1,919,"Lake Powell","Powell",29,"Inflow","cfs",204291.01203
"5398",2007,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.40520531318
"5399",2007,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",148593.37571
"5400",2007,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.29473066256
"5401",2007,1,919,"Lake Powell","Powell",42,"Total Release","cfs",403473.3051
"5402",2007,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8002776298
"5403",2007,1,921,"Lake Mead","Mead",42,"Total Release","cfs",321929.54177
"5404",2007,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6385379341
"5405",2007,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.008317865685
"5406",2007,2,919,"Lake Powell","Powell",29,"Inflow","cfs",226383.96389
"5407",2007,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.4490260444
"5408",2007,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",197162.07809
"5409",2007,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.39106527904
"5410",2007,2,919,"Lake Powell","Powell",42,"Total Release","cfs",304745.2854
"5411",2007,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6044534585
"5412",2007,2,921,"Lake Mead","Mead",42,"Total Release","cfs",326106.90946
"5413",2007,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6468236222
"5414",2007,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.014131924899
"5415",2007,3,919,"Lake Powell","Powell",29,"Inflow","cfs",356952.66313
"5416",2007,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7080052825
"5417",2007,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",415097.74002
"5418",2007,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.82333436
"5419",2007,3,919,"Lake Powell","Powell",42,"Total Release","cfs",303473.98834
"5420",2007,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6019318777
"5421",2007,3,921,"Lake Mead","Mead",42,"Total Release","cfs",489094.00006
"5422",2007,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9701038016
"5423",2007,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.022773651879
"5424",2007,4,919,"Lake Powell","Powell",29,"Inflow","cfs",393965.65234
"5425",2007,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7814194759
"5426",2007,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",444973.20873
"5427",2007,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.8825914877
"5428",2007,4,919,"Lake Powell","Powell",42,"Total Release","cfs",302668.94833
"5429",2007,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.600335104
"5430",2007,4,921,"Lake Mead","Mead",42,"Total Release","cfs",550971.3332
"5431",2007,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0928357026
"5432",2007,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.027873975351
"5433",2007,5,919,"Lake Powell","Powell",29,"Inflow","cfs",811413.0578
"5434",2007,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.609414329
"5435",2007,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",880416.3535
"5436",2007,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.7462803704
"5437",2007,5,919,"Lake Powell","Powell",42,"Total Release","cfs",303177.17339
"5438",2007,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6013431537
"5439",2007,5,921,"Lake Mead","Mead",42,"Total Release","cfs",517138.04167
"5440",2007,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0257283472
"5441",2007,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04511851764
"5442",2007,6,919,"Lake Powell","Powell",29,"Inflow","cfs",530719.0259
"5443",2007,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.0526658359
"5444",2007,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",649552.1655
"5445",2007,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.288367931
"5446",2007,6,919,"Lake Powell","Powell",42,"Total Release","cfs",404082.8067
"5447",2007,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8014865583
"5448",2007,6,921,"Lake Mead","Mead",42,"Total Release","cfs",482887.56863
"5449",2007,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9577935251
"5450",2007,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05356338128
"5451",2007,7,919,"Lake Powell","Powell",29,"Inflow","cfs",205594.72319
"5452",2007,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.40779118659
"5453",2007,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",161860.45159
"5454",2007,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.32104552403
"5455",2007,7,919,"Lake Powell","Powell",42,"Total Release","cfs",405359.4002
"5456",2007,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8040186452
"5457",2007,7,921,"Lake Mead","Mead",42,"Total Release","cfs",479027.0832
"5458",2007,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9501363635
"5459",2007,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05211608136
"5460",2007,8,919,"Lake Powell","Powell",29,"Inflow","cfs",229890.5434
"5461",2007,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.45598124294
"5462",2007,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",200352.4854
"5463",2007,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.39739335932
"5464",2007,8,919,"Lake Powell","Powell",42,"Total Release","cfs",405335.7228
"5465",2007,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8039716816
"5466",2007,8,921,"Lake Mead","Mead",42,"Total Release","cfs",404760.5833
"5467",2007,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8028309089
"5468",2007,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04711658041
"5469",2007,9,919,"Lake Powell","Powell",29,"Inflow","cfs",238172.40464
"5470",2007,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.47240807526
"5471",2007,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",158868.52749
"5472",2007,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.31511112888
"5473",2007,9,919,"Lake Powell","Powell",42,"Total Release","cfs",304569.57154
"5474",2007,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6041049354
"5475",2007,9,921,"Lake Mead","Mead",42,"Total Release","cfs",330623.589
"5476",2007,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.65578232494
"5477",2007,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03361428584
"5478",2007,10,919,"Lake Powell","Powell",29,"Inflow","cfs",654210.8438
"5479",2007,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.2976082838
"5480",2007,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",703264.3973
"5481",2007,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.3949045905
"5482",2007,10,919,"Lake Powell","Powell",42,"Total Release","cfs",305549.88526
"5483",2007,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6060493591
"5484",2007,10,921,"Lake Mead","Mead",42,"Total Release","cfs",284348.20819
"5485",2007,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5639964468
"5486",2007,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03280598375
"5487",2007,11,919,"Lake Powell","Powell",29,"Inflow","cfs",260291.30112
"5488",2007,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5162802665
"5489",2007,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",271677.51716
"5490",2007,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.538864497
"5491",2007,11,919,"Lake Powell","Powell",42,"Total Release","cfs",303762.05164
"5492",2007,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6025032428
"5493",2007,11,921,"Lake Mead","Mead",42,"Total Release","cfs",264688.70832
"5494",2007,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5250023969
"5495",2007,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.025849325441
"5496",2007,12,919,"Lake Powell","Powell",29,"Inflow","cfs",231857.75336
"5497",2007,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.45988314767
"5498",2007,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",181416.51189
"5499",2007,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.35983440382
"5500",2007,12,919,"Lake Powell","Powell",42,"Total Release","cfs",403615.6171
"5501",2007,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8005599019
"5502",2007,12,921,"Lake Mead","Mead",42,"Total Release","cfs",312927.91679
"5503",2007,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6206834713
"5504",2008,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.007353030713
"5505",2008,1,919,"Lake Powell","Powell",29,"Inflow","cfs",208392.15394
"5506",2008,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.41333980943
"5507",2008,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",156244.47499
"5508",2008,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.30990639665
"5509",2008,1,919,"Lake Powell","Powell",42,"Total Release","cfs",403657.8247
"5510",2008,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8006436189
"5511",2008,1,921,"Lake Mead","Mead",42,"Total Release","cfs",338853.20841
"5512",2008,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6721055373
"5513",2008,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.007822475108
"5514",2008,2,919,"Lake Powell","Powell",29,"Inflow","cfs",307596.13094
"5515",2008,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6101080283
"5516",2008,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",228967.26159
"5517",2008,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.45414994026
"5518",2008,2,919,"Lake Powell","Powell",42,"Total Release","cfs",303652.29988
"5519",2008,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6022855532
"5520",2008,2,921,"Lake Mead","Mead",42,"Total Release","cfs",332140.1667
"5521",2008,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6587904132
"5522",2008,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.013273801959
"5523",2008,3,919,"Lake Powell","Powell",29,"Inflow","cfs",381344.77142
"5524",2008,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.75638632318
"5525",2008,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",315871.221
"5526",2008,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.62652142984
"5527",2008,3,919,"Lake Powell","Powell",42,"Total Release","cfs",418573.02209
"5528",2008,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8302274816
"5529",2008,3,921,"Lake Mead","Mead",42,"Total Release","cfs",516570.3333
"5530",2008,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0246023143
"5531",2008,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.021493356623
"5532",2008,4,919,"Lake Powell","Powell",29,"Inflow","cfs",568023.92978
"5533",2008,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.1266590341
"5534",2008,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",576717.37028
"5535",2008,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.1439022221
"5536",2008,4,919,"Lake Powell","Powell",42,"Total Release","cfs",342040.49975
"5537",2008,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6784274377
"5538",2008,4,921,"Lake Mead","Mead",42,"Total Release","cfs",584334.5834
"5539",2008,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1590107439
"5540",2008,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.027125867078
"5541",2008,5,919,"Lake Powell","Powell",29,"Inflow","cfs",1292619.1731
"5542",2008,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.5638727384
"5543",2008,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1422672.4941
"5544",2008,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.82182974
"5545",2008,5,919,"Lake Powell","Powell",42,"Total Release","cfs",398388.1605
"5546",2008,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7901913924
"5547",2008,5,921,"Lake Mead","Mead",42,"Total Release","cfs",561058.79167
"5548",2008,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1128438844
"5549",2008,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04906847492
"5550",2008,6,919,"Lake Powell","Powell",29,"Inflow","cfs",1599133.5613
"5551",2008,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",3.1718351622
"5552",2008,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1718192.9141
"5553",2008,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.4079859432
"5554",2008,6,919,"Lake Powell","Powell",42,"Total Release","cfs",398951.6854
"5555",2008,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7913091279
"5556",2008,6,921,"Lake Mead","Mead",42,"Total Release","cfs",478397.125
"5557",2008,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9488868597
"5558",2008,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06303419449
"5559",2008,7,919,"Lake Powell","Powell",29,"Inflow","cfs",588258.20334
"5560",2008,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.16679313
"5561",2008,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",728785.70308
"5562",2008,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.4455253621
"5563",2008,7,919,"Lake Powell","Powell",42,"Total Release","cfs",436265.3869
"5564",2008,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8653197756
"5565",2008,7,921,"Lake Mead","Mead",42,"Total Release","cfs",441699.74981
"5566",2008,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8760986777
"5567",2008,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06218547303
"5568",2008,8,919,"Lake Powell","Powell",29,"Inflow","cfs",268022.8044
"5569",2008,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.53161547969
"5570",2008,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",214093.91698
"5571",2008,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.424649091366
"5572",2008,8,919,"Lake Powell","Powell",42,"Total Release","cfs",448501.6084
"5573",2008,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8895899666
"5574",2008,8,921,"Lake Mead","Mead",42,"Total Release","cfs",405526.6665
"5575",2008,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8043504135
"5576",2008,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05618833094
"5577",2008,9,919,"Lake Powell","Powell",29,"Inflow","cfs",232970.56194
"5578",2008,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.46209037091
"5579",2008,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",149692.0939
"5580",2008,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.29690993829
"5581",2008,9,919,"Lake Powell","Powell",42,"Total Release","cfs",364684.9857
"5582",2008,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7233421201
"5583",2008,9,921,"Lake Mead","Mead",42,"Total Release","cfs",328689.70834
"5584",2008,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6519465288
"5585",2008,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03248743315
"5586",2008,10,919,"Lake Powell","Powell",29,"Inflow","cfs",253964.57612
"5587",2008,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5037313907
"5588",2008,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",217408.53289
"5589",2008,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.43122353629
"5590",2008,10,919,"Lake Powell","Powell",42,"Total Release","cfs",302954.89824
"5591",2008,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6009022775
"5592",2008,10,921,"Lake Mead","Mead",42,"Total Release","cfs",287253.99996
"5593",2008,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.56975999992
"5594",2008,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03112382413
"5595",2008,11,919,"Lake Powell","Powell",29,"Inflow","cfs",216624.14207
"5596",2008,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.42966771982
"5597",2008,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",179823.25594
"5598",2008,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.35667422647
"5599",2008,11,919,"Lake Powell","Powell",42,"Total Release","cfs",304096.23994
"5600",2008,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6031660959
"5601",2008,11,921,"Lake Mead","Mead",42,"Total Release","cfs",290429.66673
"5602",2008,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5760588429
"5603",2008,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.024482923836
"5604",2008,12,919,"Lake Powell","Powell",29,"Inflow","cfs",213317.30844
"5605",2008,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.42310871075
"5606",2008,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",184795.49292
"5607",2008,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.36653651446
"5608",2008,12,919,"Lake Powell","Powell",42,"Total Release","cfs",404654.4049
"5609",2008,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8026203076
"5610",2008,12,921,"Lake Mead","Mead",42,"Total Release","cfs",240276.41668
"5611",2008,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.47658132235
"5612",2009,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.008714422386
"5613",2009,1,919,"Lake Powell","Powell",29,"Inflow","cfs",198583.73579
"5614",2009,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.39388509574
"5615",2009,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",166051.91007
"5616",2009,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.32935916045
"5617",2009,1,919,"Lake Powell","Powell",42,"Total Release","cfs",404514.7744
"5618",2009,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8023433538
"5619",2009,1,921,"Lake Mead","Mead",42,"Total Release","cfs",373756.54177
"5620",2009,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7413352895
"5621",2009,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.009268333297
"5622",2009,2,919,"Lake Powell","Powell",29,"Inflow","cfs",190000.30457
"5623",2009,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.3768601083
"5624",2009,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",162968.03133
"5625",2009,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.32324237611
"5626",2009,2,919,"Lake Powell","Powell",42,"Total Release","cfs",303413.7795
"5627",2009,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6018124553
"5628",2009,2,921,"Lake Mead","Mead",42,"Total Release","cfs",342366.20829
"5629",2009,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.679073471
"5630",2009,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.015594033888
"5631",2009,3,919,"Lake Powell","Powell",29,"Inflow","cfs",234052.51732
"5632",2009,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.4642363981
"5633",2009,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",246816.09986
"5634",2009,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.4895525949
"5635",2009,3,919,"Lake Powell","Powell",42,"Total Release","cfs",315556.04351
"5636",2009,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6258962843
"5637",2009,3,921,"Lake Mead","Mead",42,"Total Release","cfs",522579
"5638",2009,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0365203303
"5639",2009,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.024561688997
"5640",2009,4,919,"Lake Powell","Powell",29,"Inflow","cfs",362585.00957
"5641",2009,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7191768779
"5642",2009,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",422737.91395
"5643",2009,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.8384884242
"5644",2009,4,919,"Lake Powell","Powell",42,"Total Release","cfs",304510.10703
"5645",2009,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6039869891
